Date,Open,High,Low,Close,Open_Rate,High_Rate,Low_Rate,Close_Rate,Open_MA,High_MA,Low_MA,Close_MA,Open_Rate_MA,High_Rate_MA,Low_Rate_MA,Close_Rate_MA,Next Day
5/31/2005,1198.78,1198.78,1191.5,1191.5,0.001,-0.0007,-0.0032,-0.0061,1177.6145,1183.0135,1172.376,1179.0815,0.00181,0.001535,0.00157,0.001275,1
6/1/2005,1191.5,1205.64,1191.03,1202.27,-0.0061,0.0057,-0.0004,0.009,1179.0815,1184.951,1174.092,1181.1365,0.001275,0.001645,0.001465,0.00177,1
6/2/2005,1202.27,1204.67,1198.42,1204.29,0.009,-0.0008,0.0062,0.0017,1181.1365,1186.384,1175.9545,1182.5685,0.00177,0.001215,0.00158,0.00123,0
6/3/2005,1204.29,1205.09,1194.55,1196.02,0.0017,0.0003,-0.0032,-0.0069,1182.5685,1187.7075,1177.3435,1183.738,0.00123,0.00112,0.00118,0.001015,1
6/6/2005,1196.02,1198.78,1192.75,1197.51,-0.0069,-0.0052,-0.0015,0.0012,1183.738,1188.759,1178.456,1185.046,0.001015,0.000895,0.000945,0.00113,0
6/7/2005,1197.51,1208.85,1197.26,1197.26,0.0012,0.0084,0.0038,-0.0002,1185.046,1190.258,1179.85,1185.967,0.00113,0.001265,0.001185,0.0008,0
6/8/2005,1197.26,1201.97,1193.33,1194.67,-0.0002,-0.0057,-0.0033,-0.0022,1185.967,1191.4145,1181.3675,1187.3895,0.0008,0.00098,0.001295,0.001225,1
6/9/2005,1194.67,1201.86,1191.09,1200.93,-0.0022,-0.0001,-0.0019,0.0052,1187.3895,1192.919,1183.0365,1188.8805,0.001225,0.001275,0.001425,0.001275,0
6/10/2005,1200.93,1202.79,1192.64,1198.11,0.0052,0.0008,0.0013,-0.0023,1188.8805,1194.39,1184.7805,1190.818,0.001275,0.001245,0.00149,0.00166,1
6/13/2005,1198.11,1206.03,1194.51,1200.82,-0.0023,0.0027,0.0016,0.0023,1190.818,1196.504,1187.197,1193.1565,0.00166,0.00179,0.00207,0.002005,1
6/14/2005,1200.82,1207.53,1200.18,1203.91,0.0023,0.0012,0.0047,0.0026,1193.1565,1198.593,1189.524,1195.0675,0.002005,0.001765,0.00198,0.00163,1
6/15/2005,1203.91,1208.08,1198.66,1206.58,0.0026,0.0005,-0.0013,0.0022,1195.0675,1200.2795,1191.464,1196.7065,0.00163,0.00142,0.001645,0.00139,1
6/16/2005,1206.55,1212.1,1205.47,1210.96,0.0022,0.0033,0.0057,0.0036,1196.705,1201.4895,1193.0475,1197.9765,0.00139,0.00101,0.00133,0.00107,1
6/17/2005,1210.93,1219.55,1210.93,1216.96,0.0036,0.0061,0.0045,0.005,1197.9735,1202.9125,1194.3695,1199.2705,0.00107,0.00118,0.0011,0.001085,0
6/20/2005,1216.96,1219.1,1210.65,1216.1,0.005,-0.0004,-0.0002,-0.0007,1199.2675,1204.3065,1195.6425,1200.6115,0.001085,0.001155,0.00106,0.001125,0
6/21/2005,1216.1,1217.13,1211.86,1213.61,-0.0007,-0.0016,0.001,-0.002,1200.6085,1205.291,1196.7975,1201.599,0.001125,0.000815,0.00096,0.00083,1
6/22/2005,1213.61,1219.59,1211.69,1213.88,-0.002,0.002,-0.0001,0.0002,1201.596,1206.506,1197.8885,1202.5895,0.00083,0.001005,0.00091,0.00083,0
6/23/2005,1213.88,1216.45,1200.72,1200.73,0.0002,-0.0026,-0.0091,-0.0108,1202.5865,1207.625,1198.6265,1203.1255,0.00083,0.000925,0.00062,0.00046,0
6/24/2005,1200.73,1200.9,1191.45,1191.57,-0.0108,-0.0128,-0.0077,-0.0076,1203.1225,1207.7225,1198.6985,1202.823,0.00046,0.00008,6.5E-05,-0.00024,0
6/27/2005,1191.57,1194.33,1188.3,1190.69,-0.0076,-0.0055,-0.0026,-0.0007,1202.82,1207.461,1198.3495,1202.4185,-0.00024,-0.00022,-0.000285,-0.000325,1
6/28/2005,1190.69,1202.54,1190.69,1201.57,-0.0007,0.0069,0.002,0.0091,1202.4155,1207.649,1198.309,1202.922,-0.000325,0.00016,-2.5E-05,0.000435,0
6/29/2005,1201.57,1204.07,1198.7,1199.85,0.0091,0.0013,0.0067,-0.0014,1202.919,1207.5705,1198.6925,1202.801,0.000435,-0.00006,0.00033,-8.5E-05,0
6/30/2005,1199.85,1203.27,1190.51,1191.33,-0.0014,-0.0007,-0.0068,-0.0071,1202.798,1207.5005,1198.297,1202.153,-8.5E-05,-5.5E-05,-0.00032,-0.000525,1
7/1/2005,1191.33,1197.89,1191.33,1194.44,-0.0071,-0.0045,0.0007,0.0026,1202.15,1207.1405,1198.136,1202.074,-0.000525,-0.000295,-0.000125,-0.00005,1
7/5/2005,1194.44,1206.34,1192.49,1204.99,0.0026,0.0071,0.001,0.0088,1202.071,1207.5185,1198.123,1202.448,-0.00005,0.00032,8.67362E-20,0.00033,0
7/6/2005,1204.99,1206.11,1194.78,1194.94,0.0088,-0.0002,0.0019,-0.0083,1202.445,1207.3815,1197.999,1202.332,0.00033,-0.00011,-0.000095,-7.5E-05,1
7/7/2005,1194.94,1198.46,1183.55,1197.87,-0.0083,-0.0063,-0.0094,0.0025,1202.329,1207.206,1197.51,1202.492,-7.5E-05,-0.00014,-0.0004,0.00016,1
7/8/2005,1197.87,1212.73,1197.2,1211.86,0.0025,0.0119,0.0115,0.0117,1202.489,1207.7495,1197.8155,1203.0385,0.00016,0.00046,0.00027,0.000485,1
7/11/2005,1211.86,1220.03,1211.86,1219.44,0.0117,0.006,0.0122,0.0063,1203.0355,1208.6115,1198.7765,1204.105,0.000485,0.00072,0.000815,0.000915,1
7/12/2005,1219.44,1225.54,1216.6,1222.21,0.0063,0.0045,0.0039,0.0023,1204.102,1209.587,1199.881,1205.1745,0.000915,0.00081,0.00093,0.000915,1
7/13/2005,1222.21,1224.46,1219.64,1223.29,0.0023,-0.0009,0.0025,0.0009,1205.1715,1210.4335,1200.854,1206.1435,0.000915,0.000705,0.00082,0.00083,1
7/14/2005,1223.29,1233.16,1223.29,1226.5,0.0009,0.0071,0.003,0.0026,1206.1405,1211.6875,1202.0855,1207.1395,0.00083,0.001035,0.001035,0.00085,1
7/15/2005,1226.5,1229.53,1223.5,1227.92,0.0026,-0.0029,0.0002,0.0012,1207.138,1212.559,1202.987,1207.9875,0.00085,0.000725,0.00076,0.00073,0
7/18/2005,1227.92,1227.92,1221.13,1221.13,0.0012,-0.0013,-0.0019,-0.0055,1207.9875,1212.9775,1203.497,1208.196,0.00073,0.000355,0.00044,0.000205,1
7/19/2005,1221.13,1230.34,1221.13,1229.35,-0.0055,0.002,0,0.0067,1208.196,1213.5395,1204.021,1208.8585,0.000205,0.000475,0.00045,0.000575,1
7/20/2005,1229.35,1236.56,1222.91,1235.2,0.0067,0.0051,0.0015,0.0048,1208.8585,1214.511,1204.5735,1209.938,0.000575,0.00081,0.000475,0.000915,0
7/21/2005,1235.2,1235.83,1224.7,1227.04,0.0048,-0.0006,0.0015,-0.0066,1209.938,1215.323,1205.224,1210.596,0.000915,0.00068,0.000555,0.000575,1
7/22/2005,1227.04,1234.19,1226.15,1233.68,-0.0066,-0.0013,0.0012,0.0054,1210.596,1216.21,1206.4955,1212.2435,0.000575,0.000745,0.00107,0.001385,0
7/25/2005,1233.68,1238.36,1228.15,1229.03,0.0054,0.0034,0.0016,-0.0038,1212.2435,1218.083,1208.3305,1214.1165,0.001385,0.001555,0.001535,0.001575,1
7/26/2005,1229.03,1234.42,1229.03,1231.16,-0.0038,-0.0032,0.0007,0.0017,1214.1165,1220.0875,1210.367,1216.14,0.001575,0.00167,0.0017,0.001695,1
7/27/2005,1231.16,1237.64,1230.15,1236.79,0.0017,0.0026,0.0009,0.0046,1216.14,1221.8425,1212.34,1217.901,0.001695,0.001455,0.001645,0.00147,1
7/28/2005,1236.79,1245.15,1235.81,1243.72,0.0046,0.0061,0.0046,0.0056,1217.901,1223.8965,1214.1955,1220.0945,0.00147,0.001695,0.00154,0.00182,0
7/29/2005,1243.72,1245.04,1234.18,1234.18,0.0056,-0.0001,-0.0013,-0.0077,1220.0945,1225.985,1216.379,1222.237,0.00182,0.001725,0.001815,0.00179,1
8/1/2005,1234.18,1239.1,1233.8,1235.35,-0.0077,-0.0048,-0.0003,0.0009,1222.237,1228.0455,1218.5025,1224.2825,0.00179,0.00171,0.001765,0.001705,1
8/2/2005,1235.35,1244.69,1235.35,1244.12,0.0009,0.0045,0.0013,0.0071,1224.2825,1229.963,1220.6455,1226.239,0.001705,0.00158,0.00178,0.00162,1
8/3/2005,1244.12,1245.86,1240.57,1245.04,0.0071,0.0009,0.0042,0.0007,1226.239,1231.9505,1222.935,1228.744,0.00162,0.001635,0.001895,0.00207,0
8/4/2005,1245.04,1245.04,1235.15,1235.86,0.0007,-0.0007,-0.0044,-0.0074,1228.744,1234.2795,1225.515,1230.6435,0.00207,0.001915,0.002145,0.001575,0
8/5/2005,1235.86,1235.86,1225.62,1226.42,-0.0074,-0.0074,-0.0077,-0.0076,1230.6435,1235.436,1226.936,1231.3715,0.001575,0.00095,0.001185,0.00061,0
8/8/2005,1226.42,1232.28,1222.67,1223.13,-0.0076,-0.0029,-0.0024,-0.0027,1231.3715,1236.0485,1227.4765,1231.556,0.00061,0.000505,0.000455,0.00016,1
8/9/2005,1223.13,1234.11,1223.13,1231.38,-0.0027,0.0015,0.0004,0.0067,1231.556,1236.477,1227.803,1232.0145,0.00016,0.000355,0.00028,0.00038,0
8/10/2005,1231.38,1242.69,1226.58,1229.13,0.0067,0.007,0.0028,-0.0018,1232.0145,1237.3885,1228.15,1232.3065,0.00038,0.00075,0.000295,0.000245,1
8/11/2005,1229.13,1237.81,1228.33,1237.81,-0.0018,-0.0039,0.0014,0.0071,1232.3065,1237.621,1228.402,1232.872,0.000245,0.0002,0.000215,0.00047,0
8/12/2005,1237.81,1237.81,1225.87,1230.39,0.0071,0,-0.002,-0.006,1232.872,1238.035,1228.5205,1232.9955,0.00047,0.000345,0.000105,0.00011,1
8/15/2005,1230.4,1236.24,1226.2,1233.87,-0.006,-0.0013,0.0003,0.0028,1232.996,1238.451,1228.774,1233.6325,0.00011,0.000345,0.000215,0.000525,0
8/16/2005,1233.87,1233.87,1219.05,1219.34,0.0028,-0.0019,-0.0058,-0.0118,1233.633,1238.6275,1228.67,1233.132,0.000525,0.00015,-0.000075,-0.0004,1
8/17/2005,1219.34,1225.63,1218.07,1220.24,-0.0118,-0.0067,-0.0008,0.0007,1233.1325,1238.081,1228.428,1232.384,-0.0004,-0.00044,-0.00019,-0.000605,0
8/18/2005,1220.24,1222.64,1215.93,1219.02,0.0007,-0.0024,-0.0018,-0.001,1232.3845,1237.4215,1227.9895,1231.983,-0.000605,-0.00053,-0.000355,-0.000325,1
8/19/2005,1219.02,1225.08,1219.02,1219.71,-0.001,0.002,0.0025,0.0006,1231.9835,1236.966,1227.633,1231.2845,-0.000325,-0.000365,-0.00029,-0.000565,1
8/22/2005,1219.71,1228.96,1216.47,1221.73,0.0006,0.0032,-0.0021,0.0017,1231.285,1236.496,1227.049,1230.9195,-0.000565,-0.000375,-0.000475,-0.00029,0
8/23/2005,1221.73,1223.04,1214.44,1217.57,0.0017,-0.0048,-0.0017,-0.0034,1230.92,1235.927,1226.3195,1230.24,-0.00029,-0.000455,-0.000595,-0.000545,0
8/24/2005,1217.57,1224.15,1209.37,1209.59,-0.0034,0.0009,-0.0042,-0.0066,1230.2405,1235.2525,1225.2805,1228.88,-0.000545,-0.00054,-0.00085,-0.001105,1
8/25/2005,1209.59,1213.73,1209.57,1212.39,-0.0066,-0.0085,0.0002,0.0023,1228.8805,1233.6815,1223.9685,1227.3135,-0.001105,-0.00127,-0.00107,-0.00127,0
8/26/2005,1212.4,1212.4,1204.23,1205.1,0.0023,-0.0011,-0.0044,-0.006,1227.3145,1232.0495,1222.471,1225.8595,-0.00127,-0.00132,-0.001225,-0.001185,1
8/29/2005,1205.1,1214.28,1201.53,1212.28,-0.006,0.0016,-0.0022,0.006,1225.8605,1230.8085,1220.8575,1224.706,-0.001185,-0.001,-0.00132,-0.00093,0
8/30/2005,1212.28,1212.28,1201.07,1208.41,0.006,-0.0016,-0.0004,-0.0032,1224.707,1229.188,1219.1435,1222.9205,-0.00093,-0.001305,-0.001405,-0.001445,1
8/31/2005,1208.41,1220.36,1204.4,1220.33,-0.0032,0.0067,0.0028,0.0099,1222.9215,1227.913,1217.335,1221.685,-0.001445,-0.001015,-0.001475,-0.000985,1
9/1/2005,1220.33,1227.29,1216.18,1221.59,0.0099,0.0057,0.0098,0.001,1221.686,1227.0255,1216.3865,1220.9715,-0.000985,-0.000695,-0.000765,-0.000565,0
9/2/2005,1221.59,1224.45,1217.75,1218.02,0.001,-0.0023,0.0013,-0.0029,1220.9725,1226.455,1215.993,1220.5515,-0.000565,-0.00044,-0.000315,-0.00033,1
9/6/2005,1218.02,1233.61,1218.02,1233.39,-0.0029,0.0075,0.0002,0.0126,1220.5525,1226.5215,1215.7605,1221.0645,-0.00033,8E-05,-0.000185,0.000435,1
9/7/2005,1233.39,1237.06,1230.93,1236.36,0.0126,0.0028,0.0106,0.0024,1221.0655,1226.669,1216.1505,1221.3135,0.000435,0.000145,0.000325,0.00022,0
9/8/2005,1236.36,1236.36,1229.51,1231.67,0.0024,-0.0006,-0.0012,-0.0038,1221.3145,1226.3525,1216.297,1221.4405,0.00022,-0.000235,0.000125,0.00012,1
9/9/2005,1231.67,1243.13,1231.67,1241.48,-0.0038,0.0055,0.0018,0.008,1221.4415,1226.6185,1216.464,1221.624,0.00012,0.000235,0.000145,0.000165,0
9/12/2005,1241.48,1242.6,1239.15,1240.56,0.008,-0.0004,0.0061,-0.0007,1221.625,1226.858,1217.128,1222.1325,0.000165,0.000215,0.00055,0.00043,0
9/13/2005,1240.57,1240.57,1231.2,1231.2,-0.0007,-0.0016,-0.0064,-0.0075,1222.1335,1227.0745,1217.378,1221.999,0.00043,0.0002,0.000215,-8.5E-05,0
9/14/2005,1231.2,1234.74,1226.16,1227.16,-0.0076,-0.0047,-0.0041,-0.0033,1222,1227.118,1217.7335,1222.39,-9E-05,6E-05,0.0003,0.00034,1
9/15/2005,1227.16,1231.88,1224.85,1227.73,-0.0033,-0.0023,-0.0011,0.0005,1222.391,1227.4305,1218.0725,1222.7645,0.000335,0.00028,0.000285,0.00033,1
9/16/2005,1228.42,1237.95,1228.42,1237.91,0.001,0.0049,0.0029,0.0083,1222.8,1228.196,1218.697,1223.709,0.00035,0.000645,0.00052,0.000795,0
9/19/2005,1237.91,1237.91,1227.65,1231.02,0.0077,0,-0.0006,-0.0056,1223.7445,1228.8375,1219.1285,1224.2745,0.000785,0.000545,0.000365,0.000485,0
9/20/2005,1231.02,1236.49,1220.07,1221.34,-0.0056,-0.0011,-0.0062,-0.0079,1224.31,1229.214,1219.3085,1224.255,0.000475,0.00033,0.00016,5E-06,0
9/21/2005,1221.34,1221.52,1209.89,1210.2,-0.0079,-0.0121,-0.0083,-0.0091,1224.2905,1229.138,1219.081,1223.8865,-5E-06,-3.5E-05,-0.00017,-0.00028,1
9/22/2005,1210.2,1216.64,1205.35,1214.62,-0.0091,-0.004,-0.0038,0.0037,1223.922,1228.7625,1218.88,1224.138,-0.00029,-0.00028,-0.00015,0.000235,1
9/23/2005,1214.62,1218.83,1209.8,1215.29,0.0037,0.0018,0.0037,0.0006,1224.1735,1229.0175,1218.8915,1224.283,0.000225,0.000235,2.5E-05,0.00015,1
9/26/2005,1215.29,1222.56,1211.84,1215.63,0.0006,0.0031,0.0017,0.0003,1224.318,1229.5255,1219.272,1224.8095,0.00014,0.000445,0.00033,0.000465,1
9/27/2005,1215.63,1220.17,1211.11,1215.66,0.0003,-0.002,-0.0006,0,1224.8445,1229.82,1219.751,1224.9785,0.000455,0.000265,0.00041,0.000165,1
9/28/2005,1215.66,1220.98,1212.72,1216.89,0,0.0007,0.0013,0.001,1225.0135,1230.255,1220.3335,1225.4025,0.000155,0.00038,0.000495,0.000375,1
9/29/2005,1216.89,1228.7,1211.54,1227.68,0.001,0.0063,-0.001,0.0089,1225.4375,1230.672,1220.6905,1225.77,0.000365,0.00036,0.000305,0.000325,1
9/30/2005,1227.68,1229.57,1225.22,1228.81,0.0089,0.0007,0.0113,0.0009,1225.805,1230.786,1221.1425,1226.131,0.000315,0.00011,0.00038,0.00032,0
10/3/2005,1228.81,1233.34,1225.15,1226.7,0.0009,0.0031,-0.0001,-0.0017,1226.166,1231.2305,1221.5125,1226.565,0.00031,0.00038,0.00031,0.00038,0
10/4/2005,1226.7,1229.88,1214.02,1214.47,-0.0017,-0.0028,-0.0091,-0.01,1226.6,1231.044,1221.3125,1225.619,0.00037,-0.000135,-0.000155,-0.00075,0
10/5/2005,1214.47,1214.47,1196.25,1196.39,-0.01,-0.0125,-0.0146,-0.0149,1225.654,1229.9145,1219.5785,1223.6205,-0.00076,-0.0009,-0.001415,-0.001615,0
10/6/2005,1196.39,1202.14,1181.92,1191.49,-0.0149,-0.0102,-0.012,-0.0041,1223.6555,1228.2035,1217.199,1221.6115,-0.001625,-0.00138,-0.001955,-0.00163,1
10/7/2005,1191.49,1199.71,1191.46,1195.9,-0.0041,-0.002,0.0081,0.0037,1221.6465,1226.0325,1215.1885,1219.3325,-0.00164,-0.001755,-0.00164,-0.001845,0
10/10/2005,1195.9,1196.52,1186.12,1187.33,0.0037,-0.0027,-0.0045,-0.0072,1219.3675,1223.7285,1212.537,1216.671,-0.001855,-0.00187,-0.00217,-0.00217,0
10/11/2005,1187.33,1193.1,1183.16,1184.87,-0.0072,-0.0029,-0.0025,-0.0021,1216.7055,1221.355,1210.135,1214.3545,-0.00218,-0.001935,-0.001975,-0.0019,0
10/12/2005,1184.87,1190.02,1173.65,1177.68,-0.0021,-0.0026,-0.008,-0.0061,1214.389,1219.119,1207.5095,1211.8805,-0.001905,-0.00183,-0.00217,-0.00204,0
10/13/2005,1177.68,1179.56,1168.2,1176.84,-0.0061,-0.0088,-0.0046,-0.0007,1211.915,1216.503,1204.677,1209.336,-0.002045,-0.002155,-0.002345,-0.0021,1
10/14/2005,1176.84,1187.13,1175.44,1186.57,-0.0007,0.0064,0.0062,0.0083,1209.336,1213.962,1202.028,1206.769,-0.00213,-0.00208,-0.00218,-0.0021,1
10/17/2005,1186.57,1191.21,1184.48,1190.1,0.0083,0.0034,0.0077,0.003,1206.769,1211.627,1199.8695,1204.723,-0.0021,-0.00191,-0.001765,-0.00167,0
10/18/2005,1190.1,1190.1,1178.13,1178.14,0.003,-0.0009,-0.0054,-0.01,1204.723,1209.3075,1197.7725,1202.563,-0.00167,-0.0019,-0.001725,-0.001775,1
10/19/2005,1178.14,1195.76,1170.55,1195.76,-0.01,0.0048,-0.0064,0.015,1202.563,1208.0195,1195.8055,1201.841,-0.001775,-0.001055,-0.00163,-0.00057,0
10/20/2005,1195.76,1197.3,1173.3,1177.8,0.015,0.0013,0.0023,-0.015,1201.841,1207.0525,1194.203,1200,-0.00057,-0.00079,-0.001325,-0.001505,1
10/21/2005,1177.8,1186.46,1174.92,1179.59,-0.015,-0.0091,0.0014,0.0015,1200,1205.434,1192.459,1198.215,-0.001505,-0.001335,-0.00144,-0.00146,1
10/24/2005,1179.59,1199.39,1179.59,1199.38,0.0015,0.0109,0.004,0.0168,1198.215,1204.2755,1190.8465,1197.4025,-0.00146,-0.000945,-0.001325,-0.000635,0
10/25/2005,1199.38,1201.3,1189.29,1196.54,0.0168,0.0016,0.0082,-0.0024,1197.4025,1203.332,1189.7555,1196.4465,-0.000635,-0.000765,-0.000885,-0.000755,0
10/26/2005,1196.54,1204.01,1191.38,1191.38,-0.0024,0.0023,0.0018,-0.0043,1196.4465,1202.4835,1188.6885,1195.171,-0.000755,-0.000685,-0.00086,-0.00102,0
10/27/2005,1191.38,1192.65,1178.89,1178.9,-0.0043,-0.0094,-0.0105,-0.0105,1195.171,1200.681,1187.056,1192.732,-0.00102,-0.00147,-0.001335,-0.00199,1
10/28/2005,1178.9,1198.41,1178.9,1198.41,-0.0105,0.0048,0,0.0165,1192.732,1199.123,1184.74,1191.212,-0.00199,-0.001265,-0.0019,-0.00121,1
10/31/2005,1198.41,1211.43,1198.41,1207.01,0.0165,0.0109,0.0165,0.0072,1191.212,1198.0275,1183.403,1190.2275,-0.00121,-0.000875,-0.00107,-0.000765,0
11/1/2005,1207.01,1207.34,1201.66,1202.76,0.0072,-0.0034,0.0027,-0.0035,1190.2275,1196.9005,1182.785,1189.642,-0.000765,-0.000905,-0.00048,-0.00044,1
11/2/2005,1202.76,1215.17,1201.07,1214.76,-0.0035,0.0065,-0.0005,0.01,1189.642,1196.9355,1183.026,1190.5605,-0.00044,4.5E-05,0.000225,0.000805,1
11/3/2005,1214.76,1224.7,1214.76,1219.94,0.01,0.0078,0.0114,0.0043,1190.5605,1198.0635,1184.668,1191.983,0.000805,0.000945,0.001395,0.001225,1
11/4/2005,1219.94,1222.52,1214.45,1220.14,0.0043,-0.0018,-0.0003,0.0002,1191.983,1199.204,1185.8175,1193.195,0.001225,0.000955,0.000975,0.00105,1
11/7/2005,1220.14,1224.18,1217.29,1222.81,0.0002,0.0014,0.0023,0.0022,1193.195,1200.587,1187.376,1194.969,0.00105,0.00116,0.001315,0.00152,0
11/8/2005,1222.81,1222.81,1216.08,1218.59,0.0022,-0.0011,-0.001,-0.0035,1194.969,1202.0725,1189.022,1196.655,0.00152,0.00125,0.00139,0.00145,1
11/9/2005,1218.59,1226.59,1216.53,1220.65,-0.0035,0.0031,0.0004,0.0017,1196.655,1203.901,1191.166,1198.8035,0.00145,0.001535,0.00181,0.00184,1
11/10/2005,1220.65,1232.41,1215.05,1230.96,0.0017,0.0047,-0.0012,0.0084,1198.8035,1206.5435,1193.5085,1201.5095,0.00184,0.00221,0.00198,0.002295,1
11/11/2005,1230.96,1235.7,1230.72,1234.72,0.0084,0.0027,0.0129,0.0031,1201.5095,1208.972,1196.2725,1203.917,0.002295,0.002025,0.002315,0.002035,0
11/14/2005,1234.72,1237.2,1231.78,1233.76,0.0031,0.0012,0.0009,-0.0008,1203.917,1211.2715,1198.6375,1206.1,0.002035,0.001915,0.001975,0.001845,0
11/15/2005,1233.76,1237.94,1226.41,1229.01,-0.0008,0.0006,-0.0044,-0.0039,1206.1,1213.6635,1201.0515,1208.6435,0.001845,0.00199,0.002025,0.00215,1
11/16/2005,1229.01,1232.24,1227.18,1231.21,-0.0039,-0.0046,0.0006,0.0018,1208.6435,1215.4875,1203.883,1210.416,0.00215,0.00152,0.002375,0.00149,1
11/17/2005,1231.21,1242.96,1231.21,1242.8,0.0018,0.0087,0.0033,0.0094,1210.416,1217.7705,1206.7785,1213.666,0.00149,0.00189,0.002425,0.00271,1
11/18/2005,1242.8,1249.58,1240.71,1248.27,0.0094,0.0053,0.0077,0.0044,1213.666,1220.9265,1210.068,1217.1,0.00271,0.00261,0.00274,0.002855,1
11/21/2005,1248.27,1255.89,1246.9,1254.85,0.0044,0.005,0.005,0.0053,1217.1,1223.7515,1213.4335,1219.8735,0.002855,0.002315,0.00279,0.00228,1
11/22/2005,1254.85,1261.9,1251.4,1261.23,0.0053,0.0048,0.0036,0.0051,1219.8735,1226.7815,1216.539,1223.108,0.00228,0.002475,0.00256,0.002655,1
11/23/2005,1261.23,1270.64,1259.51,1265.61,0.0051,0.0069,0.0065,0.0035,1223.108,1230.113,1219.9455,1226.8195,0.002655,0.002705,0.002795,0.003045,1
11/25/2005,1265.61,1268.78,1265.54,1268.25,0.0035,-0.0015,0.0048,0.0021,1226.8195,1233.9195,1224.278,1231.287,0.003045,0.0031,0.00356,0.003675,0
11/28/2005,1268.25,1268.44,1257.17,1257.46,0.0021,-0.0003,-0.0066,-0.0085,1231.287,1237.421,1228.1915,1234.2395,0.003675,0.002845,0.00323,0.002425,1
11/29/2005,1257.46,1266.18,1257.46,1257.48,-0.0085,-0.0018,0.0002,0,1234.2395,1240.1585,1231.144,1236.763,0.002425,0.00221,0.002415,0.002065,0
11/30/2005,1257.48,1260.93,1249.39,1249.48,0,-0.0041,-0.0064,-0.0064,1236.763,1242.838,1233.5305,1239.099,0.002065,0.002175,0.00196,0.00192,1
12/1/2005,1249.48,1266.17,1249.48,1264.67,-0.0064,0.0042,0.0001,0.0122,1239.099,1245.388,1235.951,1241.5945,0.00192,0.00206,0.00199,0.00203,1
12/2/2005,1264.67,1266.85,1261.42,1265.08,0.0122,0.0005,0.0096,0.0003,1241.5945,1247.4955,1238.284,1243.8515,0.00203,0.001695,0.0019,0.00183,0
